label,g__Turicibacter,g__Parabacteroides,g__[Ruminococcus],g__Sutterella,f__Peptostreptococcaceae_g__,g__Ruminococcus,g__Veillonella,g__Bacteroides,g__Eggerthella,g__Faecalibacterium,g__Coprococcus,f__Lachnospiraceae_g__,g__Neisseria,g__Haemophilus,g__Blautia,f__Enterobacteriaceae_g__,g__Klebsiella,g__Dorea,g__Dialister,g__Anaerostipes,g__Phascolarctobacterium,g__Staphylococcus,g__Actinomyces,f__Gemellaceae_g__,g__Akkermansia,g__Oscillospira,o__Lactobacillales_g__,g__Adlercreutzia,g__Odoribacter,f__Clostridiaceae_g__,g__Prevotella,g__Roseburia,g__Lachnospira,o__Clostridiales_g__,g__Granulicatella,f__Erysipelotrichaceae_g__,f__Ruminococcaceae_g__,g__Clostridium,g__Streptococcus,g__Aggregatibacter,g__Fusobacterium,g__Conchiformibius,g__Bifidobacterium,g__Collinsella,g__Holdemania,g__[Eubacterium],f__Rikenellaceae_g__,g__Bilophila
s493_CD,10,420,902,1030,1,20,140,8356,1,2653,137,1338,13,999,205,358,1,111,380,1,2,1,9,4,1,582,1,1,73,1,1,17,31,449,6,18,805,1,38,71,13,1,24,1,18,1,1,6
s494_CD,1,277,95,119,1,5,25,8196,11,419,13,110,18,377,12,5316,2,12,1,1,2,2,1,5,4,30,1,1,4,2,2,1,1,28,2,71,61,1,8,9,39,1,1,4,1,1,32,31
s495_CD,1,272,136,1204,1,1,18,1409,1,1114,56,501,7,139,13,952,2,153,600,1,1,1,1,15,1,355,1,1,19,1,23,1,1,23,3,30,175,1,36,6863,460,1,1,1,1,1,3,119
s496_CD,1,371,216,63,1,8,3,6786,2,3356,179,912,5,13,294,6,1,59,8,1,1,1,1,4,2,111,1,1,20,1,1,140,1,186,2,117,651,1,1,31,2,1,1,1,2,1,10,7
s497_CD,1,48,651,602,1,1,11,2625,1,1598,139,619,11,58,67,154,1,101,283,1,53,1,1,2,1,58,1,1,8,1,139,16,8,128,1,44,662,1,13,6,6,1,1,5,1,1,104,212
s498_CD,1,1274,53,861,4,1,5,7273,1,647,3,274,10,20,70,13,1,9,46,1,2,1,2,3,1,38,1,1,1,2,1,13,1,175,2,218,44,1,5,2,7,1,3,1,1,1,1,12
s499_CD,1,136,75,1250,1,1,17,12715,1,526,1,1188,4,331,8,12,1,5,6,1,1,1,1,6,1,117,1,1,141,1,2,1,1,61,3,1,27,1,9,660,1968,1,18,1,1,1,6,350
s500_CD,1,921,350,2124,11,34,59,18436,3,3793,91,1935,34,402,294,14,5,96,4,1,378,1,3,6,1404,508,2,1,428,2,1,123,85,1209,9,543,2292,1,41,37,15,1,173,67,45,1,514,358
s501_CD,1,294,673,698,1,13,2,5378,8,2291,66,619,10,5,143,1020,1,88,2,17,141,1,1,4,1,226,1,1,44,1,2,19,2,333,1,98,206,1,20,2,3,1,1,1,1,1,21,171
s502_no,11,10,5541,14,424,21,13,152,46,33,75,1034,1,21,2030,1026,1,445,59,1,15,1,1,2,51,15,13,2,3,242,1,537,4,960,3,1294,158,2,30,1,4,1,2,3,1,833,25,4
s503_CD,1,381,2799,1189,2,38,29,21098,17,8928,197,3670,3,353,45,80,1,192,2906,3,1,1,5,3,1,103,2,1,1,1,4,14,1,1060,5,485,804,7,29,12,92,1,3,1,8,42,221,1793
s504_CD,1,252,2920,740,1,52,25,14809,32,8209,212,3416,3,199,77,157,1,323,3645,3,1,1,1,1,1,76,1,1,4,2,1,23,2,888,1,785,898,9,19,3,45,1,6,1,8,101,122,1039
s505_CD,1,161,893,3963,90,25,53,11625,7,5551,202,2461,1,114,253,33,1,106,2618,1,1,2,1,9,1,423,1,3,88,10,1,25,1,975,2,291,773,1,50,11,79,12,50,45,10,5,138,4
s506_CD,1,999,1035,1469,32,23,38,18566,5,1646,75,1844,1,43,241,2489,2,193,1987,9,2,1,3,13,15,234,1,1,222,6,3,13,3,1540,1,128,379,8,4,249,6844,1,14,2,13,8,640,478
s507_CD,1,4418,480,581,7,163,25,27330,27,3948,168,1570,3,42,492,34,3,7,4749,2,2,1,2,6,2,158,1,1,1,2,7,68,1,341,4,61,4240,4,9,2,30,1,44,1,43,52,647,170
s508_no,1,1696,325,1906,91,192,172,27998,6,4155,197,2744,7,520,374,176,1,50,665,4,1,1,6,7,1,157,1,3,16,8,2,1946,28,2017,4,583,1651,7,26,16,26,1,68,1,2,13,438,288
s509_CD,1,791,699,3021,103,1063,36,7112,6,599,114,1601,47,914,101,202,3,19,3,1,1,1,1,2,3,145,1,3,1,16,1,254,88,2530,15,521,843,2,52,26,95,1,10,1,21,441,350,45
s510_CD,1,93,22,403,1,1,36,1492,1,16,1,79,1,1063,18,16658,216,7,17,1,4,1,1,1,5,5,1,1,14,1,1,15,4,15,1,15,17,1,39,248,727,65,1,1,1,2,12,33
s511_CD,1,6,728,7,3,1,6,15341,7,6,1,946,4,86,51,681,1,56,126,1,4,1,7,2,1,127,1,1,1,1,1,9,9,90,1,48,90,1,38,21,174,1,4,2,1,90,9,1
s512_CD,1,93,117,349,1,1,164,5124,10,258,6,309,98,6458,1,128,1,15,129,1,1,1,1,41,1,1,1,1,1,1,1,5,1,79,34,30,61,1,73,3,2473,217,1,1,1,1,1,1
s513_no,1,1636,845,1319,501,34,22,33814,23,2050,145,2110,1,1542,1061,17,1,429,10,1,132,16,1,23,2,209,2,1,46,197,12,326,10,360,4,75,1005,2,6,31,30,22,5,2,14,3,825,139
s514_CD,1,238,1149,1075,1,18,10,8948,65,2790,111,1564,1,37,15,67,20,2235,1,1,1,1,1,9,1,251,1,1,10,1,26,104,1,206,5,260,361,1,53,4,279,1,14,1,17,43,1,261
s515_CD,1,2,3,955,1,2,21,19,1,2,1,4,7,320,2,2219,1189,1,2,1,3,2,1,1,3,1,2,1,1,1,3,2,1,5,3,1,4,1,45,2,3,159,123,1,1,1,1,2
s516_no,1,671,355,150,14,65,10,18330,4,4024,86,904,8,12,760,15,1,96,7,1,37,2,4,4,292,202,1,3,19,6,1,570,185,681,4,372,456,11,9,1,13,2,11,2,8,23,470,307
s517_CD,1,9671,754,847,267,18,282,7599,15,7052,308,5817,16,772,564,94,3,15,6,1,1,13,15,9,4,404,1,1,2,60,67,3092,1,115,3,178,766,6,33,11,81,13,131,2,1,24,9,36
s518_CD,1,878,1036,177,1,61,14,6842,7,465,99,2144,6,11,548,1488,258,191,793,11,3,21,1,1,20,137,115,1,59,1,2,421,169,504,2,248,439,8,20,240,4,1,5,92,12,238,135,292
s519_CD,1,4,55,71,18,1,67,1510,1,387,1,303,89,157,35,7590,8,2,35,1,2,2,30,9,4,42,1,22,2,1,36,59,1,71,1,4,80,1,77,67,54,1,17,51,1,4,2,2
s520_CD,1,1117,880,1719,9,232,15,11370,1,5201,215,2615,9,43,199,43,1,74,2,209,1,18,2,12,3,660,1,1,247,1,7202,74,12,1306,4,193,523,1,30,3,17,1,33,81,1,10,1469,385
s521_CD,1,5,248,260,4,1,22,950,1,287,47,142,7,3020,1,2444,2,29,134,1,28,15,19,30,30,1,1,1,11,1,1,69,1,68,1,49,74,1,226,199,11,1,113,16,1,11,62,98
s522_no,1,677,1701,1228,97,52,186,82361,47,103102,390,26207,199,184,199,453,5906,1855,32,9,7,22,18,56,43,147,42,2,120,45,1160,167,170,7325,25,3856,6582,26,154,46,75,3,5322,509,9,242,352,819
s523_CD,8,56,2020,4868,33,29,2870,32908,91,91448,21,3566,19,5176,600,11740,1,667,240,1,5,6,4,8,4806,759,1,1,2,167,5,100,10,1135,3,250,1960,817,109,123,12991,115,153,3,1,79,6110,4
s524_CD,1,120,377,843,1,1,62,5158,1,1317,69,245,1,506,26,587,1,44,28,1,1,22,20,20,20,135,21,1,46,1,1,2,1,48,1,106,165,1,103,1286,1574,1,4,1,1,6,46,398
s525_CD,1,4,9,13977,1,2,6,93,1,29,1,30,17,1806,1,21475,60,2,1,1,2,5,2,1,5,5,666,1,1,163,9,21,2,7,9,2,5,2,26,285,4,192,1291,1,1,1,8,3
s526_CD,1,708,422,741,1,30,329,11168,50,1045,14,1510,11,93,38,1695,87,536,49,1,25,25,3,5,442,272,1,1,212,1,4,46,2,266,62,257,347,17,43,169,1315,1,19,1,55,45,676,1042
s527_CD,1,282,1706,4832,52,23,125,28534,13,606,2,753,25,67,4,29247,6,2576,2493,1,1,22,8,5,8,162,1,1,1,14,7,4,2,36,13,74,247,5,82,15,11860,2,32,4,1,25,9,3
s528_CD,1,3,1,4,1,1,277,293,1,991,1,6,9,1054,1,3120,93,1,135,1,1,2,15,50,2,1,1,1,1,1,1,2,1,2,33,1,80,1,76,3265,869,14,10,1,1,1,1,1
s529_CD,1,12,853,1127,1,27,245,27966,23,5069,141,3903,33,316,98,3401,7,104,1020,9,2,15,4,10,39,465,1,1,75,2,58,279,5,443,5,126,591,3,41,72,74,1,115,86,1,2,21,2
s530_no,1,4125,6856,658,1199,705,134,39774,67,1920,17,3940,30,142,1846,124,37,1196,6,1,2,8,26,11,10,211,2,4,1,419,11,1757,80,7063,36,2024,2216,1,81,27,35,1,1132,293,71,2947,933,2
s531_no,1,714,2079,497,383,321,233,17564,15,6220,932,3518,45,183,1038,184,2,269,353,2,2,24,11,40,16,199,1,1,2,133,9,1325,26,2505,12,1635,1674,3,164,24,44,1,142,3,1,55,313,175
s532_CD,1,111,689,317,12,30,11,9488,1,1638,113,1165,7,445,160,6989,1,70,837,1,2,21,1,3,3,126,5,1,2,4,1,78,4,1431,3,472,589,4,8,6,69,4,311,55,1,1,62,593
s533_no,1,1,92,180,1,1,45,3472,1,1337,6,393,5,235,58,956,1,34,29,1,1,2,1,2,75,1,1,1,1,59,2,107,1,172,1,9,137,40,57,1,369,1,17,1,18,1,11,1
s534_CD,1,2352,845,586,39,58,111,20068,1,2658,9,1272,18,63,80,27411,105,3,162,1,300,2,3,4,3,149,1,1,222,31,3,101,1,272,3,88,1041,1,13,3,103,1,60,1,1,142,13,197
s535_CD,1,1,43,2,1,1,24,18,1,1,1,5,18,4569,1,3,1,1,1,1,1,1,2,18,1,1,1,1,1,139,2,1,1,1,1,2,1,1,39,33,1,1,1,1,1,1,1,1
s536_CD,1,2276,678,2843,13,163,12,21928,2,2973,294,4694,64,219,490,325,35919,152,213,1,1,1,1,1,59,932,195,7,937,7,1,135,40,1034,4,125,2098,7,8,78,17,1,71,91,32,1158,7099,2
s537_CD,1,956,1011,1874,258,62,40,25926,4,5665,244,1967,280,3891,153,22,7,86,3,3,477,1,5,7,111,477,1,6,90,114,5,1428,22,2067,12,140,1445,1,41,742,80,2,75,13,85,49,53,919
s538_CD,1,635,264,212,10,49,41,9808,1,2479,55,2234,5,824,114,1387,4,33,1315,28,2,1,1,10,1,434,1,1,1,85,2,342,25,804,1,24,689,71,15,49,7,2,32,2,1,13,763,551
s539_CD,1,268,365,3776,11,17,87,33328,1,10689,17,609,94,1240,7,55,2,164,5052,2,1,12,3,18,7,22,1,1,2,3,6,6,2,59,1,432,658,2,44,7259,1353,2,366,2,1,8,510,833
s540_CD,1,920,732,1159,6,25,254,8061,11,2590,19,674,482,590,76,511,1,176,79,1,1,1,48,74,8,18,1,1,1,1,1,20,1,247,77,258,251,1,323,1,143,5,1,1,46,9,5,282
s541_no,1,492,604,1,3,188,217,4966,1,843,55,1736,1,116,224,3,1,31,1,1,1,9,1,2,1,63,1,1,1,1,1,1,1,72,17,1261,233,1,29,1,35,1,1,1,1,200,207,517
s542_no,1,51,5258,51,8,7,990,11093,13,139,11,761,2,70,12,41296,159,1758,7,1,8,2,1,1,6,168,1,1,12,4,5,19,2,183,1,12937,2776,2,20,6,9,1,2,1,1,799,32,8
s543_no,1,1111,566,425,9,61,10,7617,1,2891,89,1204,1,1430,215,318,2,113,1,25,17,1,1,1,854,424,1,5,157,1,879,857,13,1114,1,4,1222,1,51,134,2,1,1,16,29,1,420,116
s544_no,1,30,1439,287,1,20,4,18158,8,1074,16,2543,1,58,27,5125,1,37,1,5,673,1,5,1,32,601,1,1,11,3,20,37,1,191,1,41,376,1,10,4,2,1,1,1,36,41,30,6
s545_no,6,4,2058,49,276,176,56,19166,58,3973,470,3091,8,179,231,156,1,144,797,35,1,1,10,8,1,397,1,45,9,56,1,111,428,7438,14,1418,1544,5,78,7,145,6,1759,1,53,1969,566,1
s546_no,1,2462,843,2474,4,22,33,21887,1,16287,155,4624,1,72,445,21,1,2229,1,10,1,1,3,5,1,1176,1,1,503,5,3,386,40,3287,1,467,1718,1,42,2,3,1,12,40,37,221,1262,255
s547_no,1,1904,1120,2466,11,25,26,17831,1,12545,141,3565,1,37,270,13,1,1524,1,3,1,5,3,6,2,727,1,1,367,5,1,171,17,2360,5,562,1326,10,57,1,11,1,6,22,46,121,1106,235
s548_no,1,6390,606,2906,192,1129,47,12063,1,3699,18,2485,14,411,1046,42,1,10,1,1,249,3,1,9,1,374,1,7,304,28,1,1020,14,2945,3,231,1730,2,152,8,24,1,156,30,36,15,3107,368
s549_no,1,3337,669,764,2,8,354,2814,8,691,1,630,17,7466,9,2675,6,2,380,1,37,1,1,1,1,29,1,1,17,1,6,41,1,204,14,310,462,2,37,377,4468,286,1,1,1,8,287,226
s550_no,1,386,474,3557,50,3,66,17139,2,1270,47,1806,1,3728,42,1477,1,1130,1,4,57,1,12,22,1,42,1,1,1,8,2,26,135,2618,6,148,402,2,59,493,752,1,52,7,52,58,25,402
s551_no,4,2020,446,2705,32,547,5,15137,1,5443,654,1662,1,165,419,135,1,383,1,15,9,6,1,3,136,95,2,3,112,9,7666,1751,1,498,14,238,993,11,30,30,6,1,148,1,23,9,57,204
s552_no,1,603,46,216,1,58,1,4150,1,821,56,296,1,6,204,14,1,2,3,1,1,957,1,1,2,167,1,1,40,2,1,141,29,66,1,1,962,1,22,2,5,2,1,1,1,17,5,25
s553_no,2,1039,361,276,20,1,1,11324,1,1057,21,933,1,1,90,479,221,51,1,1,145,1,1,1,1,57,1,1,1,2,1,922,1,347,1,123,78,1,1,1,28,1,1,1,15,1,20,88
s554_CD,1,195,109,308,4,15,2,1704,1,595,30,416,1,100,17,15,1,31,23,1,7,5,1,2,17,2,1,1,7,7,1028,7,2,170,1,48,87,1,8,33,4,1,32,10,1,2,101,14
s555_CD,1,95,580,411,1,4,3,3979,12,1371,23,563,4,27,49,849,1,54,252,1,1,7,2,3,1,110,1,1,1,1,1,167,3,107,2,207,207,1,5,21,21,7,42,4,1,1,292,77
s556_no,1,1050,538,2421,6,5,1,27813,8,4184,2581,3839,3,6,1209,19,1,34,33,6,451,1,1,1,3,100,1,1,76,2,2,643,75,185,5,130,1756,11,8,1,7,1,46,1,29,5,552,119
s557_CD,1,1170,394,6899,1,5,2,24149,1,11698,200,2866,1,24,245,250,3,135,190,1,1,60,1,1,2058,483,3,1,792,2,5,258,77,1095,1,84,1887,103,1,7,331,1,237,1,2,1,1206,761
s558_no,1,1397,291,939,369,25,62,26921,7,5554,121,1106,1,28,463,639,12,127,80,1,123,4,3,3,4,206,1,1,263,56,2,814,3,259,9,60,349,48,109,3,42,1,101,4,29,25,172,75
s559_CD,777,340,721,15,652,724,3,1071,10,1906,968,2129,1,1,1601,19,1,682,3,66,117,2,10,2,1,55,1,1,1,64,2,189,11,1315,5,130,3547,77,114,1,2,1,804,645,7,4,472,10
s560_no,1,1992,1163,76,80,102,3,4741,5,730,135,1630,1,3,117,22,1,1,18,1,1,40,1,1,2,322,1,1,56,3,8,191,1,122,1,20,426,1,14,1,1,1,1023,1,1,41,451,127
s561_CD,1,616,782,3853,7,44,26,17923,22,4901,65,4439,1,340,340,540,1,76,1714,1,576,215,3,27,4,609,1,1,1,2,3385,11,3,1336,1,98,666,1,18,27,36,49,39,73,2,16,1120,218
s562_no,1,27,207,654,74,4,47,12230,1,1008,473,2021,1,106,273,14,2,28,390,14,90,6,1,1,1,5,1,1,1,5,65,196,59,2031,1,329,560,1,3,4,3,1,90,13,1,1,11,97
s563_CD,1,1993,3996,103,27,5886,4,10271,7,6221,557,1730,1,9,701,1886,7,664,229,163,477,1,2,8,3,414,1,81,80,253,1,2113,609,3228,1,127,3625,456,4,1,1,1,3032,433,34,7,3035,69
s564_CD,68,176,144,175,60,17,1,3317,1,551,60,312,1,458,81,40,1,24,3,1,1,7,6,1,1,16,1,1,8,226,1,196,74,352,1,36,161,1,30,1,13,1,3,3,1,55,57,39
s565_CD,1,18,102,560,1,4,22,2704,1,937,23,319,1,2,208,17,1,15,1,1,1,8,1,1,1,3,1,1,1,3,56,24,6,140,1,112,139,1,2,1,1,1,11,10,2,1,2,15
s566_no,1,482,68,260,27,6,1,3830,1,423,27,476,1,8,65,6,1,14,180,5,1,3,1,1,1,59,1,1,34,5,2,575,1,224,1,44,137,2,3,1,14,1,1,1,5,1,229,80
s567_CD,1,710,331,2422,9,16,28,9248,5,2145,68,1385,1,194,315,3,1,96,1,1,278,1,3,1,369,295,1,1,119,6,1,39,30,527,2,398,1282,1,7,3,1,1,127,8,5,1,308,93
s568_CD,1,1218,466,7556,1,7,4,3097,1,3289,535,2103,3,435,589,21,2,156,3,4,1,10,2,13,1,401,1,1,21,2,14647,1207,116,2744,4,385,728,1,46,4,3,4,2,18,14,1,2,351
s569_CD,1,3111,611,4079,1,61,7,21337,13,4416,219,8555,1,346,923,2483,1,103,782,14,1,1,1,1,1,1133,1,1,423,1,4,160,22,3126,1,996,1538,1,4,150,35,70,13,26,37,25,1455,585
s570_CD,19,2257,800,4757,204,2662,16,13239,18,6165,283,5750,1,9,1643,24,1,212,2,17,1,2,2,4,1,1384,1,1,1,41,1,701,384,944,2,336,4123,106,17,1,2,1,2,2,46,230,3223,1
s571_CD,1,1404,166,2,1,3,94,14495,20,1727,5,661,1,128,27,1317,1,83,1117,1,1,1,3,1,1,206,1,1,457,1,1,57,1,122,1,48,208,1,12,24,4187,1,7,1,2,7,2313,731
s572_CD,662,131,1448,64,1599,1502,10,2570,15,5535,829,3798,1,47,1593,15,1,306,11575,35,1,7,9,4,1127,414,1,136,49,469,16610,1663,115,2175,4,891,4519,2479,488,58,1,1,167,2,19,11,756,1
s573_CD,1,118,2317,2071,566,1951,7,2533,88,3126,711,2701,1,3,2355,4,1,437,2,1,2771,2,1,1,1,283,1,15,83,241,3348,241,1,715,1,12,3765,112,36,2,2,1,11,423,15,22,791,1000
s574_no,1,1,794,1,1,102,1,1056,1,631,122,791,1,11,66,1,1,210,1,1,59,1,1,1,1,28,1,1,11,1,1,15,4,378,1,69,124,2,3,1,1,1,1,20,5,9,41,1
s575_CD,1,39,1283,387,23,35,6,2145,1,1,3,1386,1,12,15,450,1,515,1,1,7,2,1,6,1,1,2,1,1,291,1,7,1,19,2,153,22,1,33,1,41,1,8,9,1,3,3,5
s576_CD,1,1,725,1,67,4,19,4,3,1724,780,915,1,1,165,1183,1,294,974,40,1,1,2,1,1,154,1,1,1,55,1,1495,34,399,2,146,473,13,5,1,9,1,94,29,26,9,1,2
s577_no,1,934,186,219,3,1544,2,1389,1,1529,58,1019,2,3,67,1,1,97,2,3,22,1,1,1,1,149,1,4,52,1,1759,37,42,709,1,481,1286,42,9,1,1,1,4,11,11,11,384,1
s578_CD,1,2,164,3258,244,188,6,1127,1,690,258,2431,1,16,13,1334,1,7575,1,1,1,1,6,2,1,127,1,1,1,100,1,45,2,26,4,1429,1135,2,14,1,20,1,7,1,13,321,1,1
s579_CD,1,158,848,867,1,17,3,4171,1,119,66,2394,1,2,164,33,1,140,1172,1,1,1,1,1,1,1,1,1,1,1,715,887,2,329,1,1,578,1,17,1,1,1,52,23,1,1,3,1
s580_CD,2,17,170,1,78,314,1,323,319,3,344,1914,1,1,1980,16,1,684,1,1,3,5,14,32,1,405,1,1,5,6,1,4,13,631,11,97,3479,5,1037,1,1,1,1,2,3,59,85,1
s581_no,1,548,526,153,5,380,2,2728,1,294,12,561,1,1,168,1,1,154,2,32,69,2,2,3,1,50,1,1,27,1,1,535,74,478,2,106,211,44,5,1,1,1,1,1,8,30,156,51
s582_CD,1,796,732,2,62,2,261,6501,1,570,1,594,1,204,115,6846,2,57,210,1,1,4,1,2,1,1,2,1,4,87,8,1,1,231,3,168,82,1,25,42,51,2,54,1,1,4,1,16
s583_CD,1,919,461,598,1,4,2,8898,9,2169,1,1920,1,6,21,4056,1,10,80,1,1,1,1,1,1227,421,4,1,342,9,15,1,1,869,1,2,79,1,4,2,1930,66,3,23,13,8,85,489
s584_CD,1,1,182,887,1,8,91,7313,19,1681,1,875,1,65,9,3534,1,35,122,1,1,1,1,44,1,16,2,1,1,8,4,1,1,488,10,246,484,2,7,490,636,3,11,1,1,3,10,157
s585_CD,1,163,321,23,59,18,55,11649,2,1191,125,2743,4,371,265,42,1,26,60,5,1,1,1,3,1,35,1,5,1,33,5,2988,34,704,6,373,677,5,27,28,135,1,45,1,39,67,155,64
s586_no,1,856,8653,11,44,77,10,23529,140,38,71,7555,1,27,441,7208,1,1414,203,1,1,1,3,5,5,153,1,1,19,6,18,25,8,2349,29,4309,741,1,27,10,441,2,17,1,266,496,94,4
s587_CD,1,78,1450,1010,7,6,786,8839,1,100,32,260,4,594,67,949,9,503,4,1,3,1,2,3,7,13,3,1,4,664,4,822,2,30,1,80,67,257,26,557,2932,68,36,1,1,2,16,6
s588_CD,1,581,1772,617,3,77,5,9700,84,293,268,3824,1,7,1782,1,1,433,1,1,1,2,3,1,1,550,1,166,92,4,1,2,230,151,8,509,453,1,59,1,1,1,1,1,80,225,1,1
s589_CD,5,12,503,25,221,54,2,45,29,166,1475,2450,1,1,2334,2,1,622,2277,3,1,1,8,1,1,167,2,7,1,2,1,87,4,1239,2,1214,2125,2,267,1,1,1,2494,2,5,10,6,1
s590_CD,129,113,1053,28,392,3138,3,1836,7,2747,659,1161,1,1,1381,19,1,456,3,51,2,1,1,2,1,83,1,52,1,461,1,385,7,998,7,32,3525,82,1841,1,1,1,51,574,15,6,471,1
s591_CD,14,141,610,541,54,90,2,3741,1,1778,193,941,1,39,1054,5,1,119,2,17,238,1,2,1,525,157,1,26,54,23,2,304,132,334,1,629,1019,199,29,1,3,1,30,91,10,8,763,88
s592_CD,1,226,101,641,68,34,5,1787,1,947,109,440,1,18,299,7,1,110,650,1,110,1,2,1,1,185,1,1,1,107,3374,213,37,91,1,98,384,8,26,3,1,1,27,18,9,3,1,1
s593_no,1,4,537,1,8,1,508,11,4,1260,108,961,1,4,929,3,507,143,322,1,9,1,2,2,1,1,4,1,1,4,714,126,1,905,1,1,394,21,140,1,7,1,7,1,1,1,1,2
s594_CD,1,84,280,124,59,57,84,43357,13,97505,336,36904,2,36183,73,38950,127,554,172,1,2,19,2,140,18,263,4,1,11,15,9,18,9,2321,1,101,6962,1,273,57,130,1,46,1,1,27,474,11
s595_no,1,41,7581,114,150,223,4,50327,1,11640,649,10522,1,382,696,11914,2,1695,375,4,1,1,1,1,33,353,1,1,1,38,5,465,795,4802,1,845,16200,32,34,11,19,2,833,1,290,39,23,5
s596_no,1,43,133,99,63,1,1,11364,1,3801,34,439,1,74,75,11,1,228,46,1,3,38,1,1,61,3,3,1,19,13,2,67,1,52,1,442,66,1,71,2,2,1,1,1,1,2,1,66
s597_CD,1,5,1653,347,1,2,82,17117,1,17,129,4707,1,11,75,15129,3,3162,3,1,1,2,12,138,3,3,1,1,1,1,1,1,2,150,1,669,924,1,91,6,6,1,164,1,1,2,6,3
s598_no,165,574,818,134,1899,42,116,8968,7,285,316,1997,1,324,1370,1568,1,167,5,5,8,1,6,10,1,28,1,1,1,634,2,1214,32,570,1,331,265,2,8,7,7,1,26,325,2,40,5,4
s599_CD,1,1333,248,145,1,1,6,8762,1,4932,1,739,1,1028,164,220,2,274,1,1,1,1,1,1,1,13,1,1,1,1,1,2,1,294,1,458,94,1,1,1,1,1,1,1,1,13,2,1
s600_CD,1,1530,838,845,7,1,113,8442,5,1233,15,1607,14,150,4,803,5,106,103,1,1,1,2,1,1,22,1,1,1,8,1,1,1,6,1,547,48,1,16,25,8,1,183,6,1,1,2,1
s601_CD,1,4352,1063,7622,93,139,6,23764,24,11123,1012,5580,1,36,1508,21,2,322,1,30,830,1,2,1,7,1005,1,9,4,6,13,388,1,4240,3,219,1215,19,3,4,132,4,2,1,119,203,1583,906
s602_CD,1,645,345,611,111,1,42,6240,1,2142,233,2520,1,477,1586,2834,6,166,2,1,70,1,1,1,3,220,178,1,130,45,2,173,20,646,9,120,514,1,74,2,2,1,1,3,17,1,706,60
s603_CD,1,9,457,495,39,503,3,19051,8,2756,672,3098,1,25,440,49,2,393,1,2,470,1,2,1,311,337,1,7,112,7,4,864,69,2145,1,553,1896,247,14,8,30,1,2,2,298,149,125,152
s604_CD,1,45,9292,57,1056,23,1187,23255,56,6964,166,6988,14,3807,370,6943,11,461,14,1,4,2,21,3,6,4,9,1,7,537,10029,26,4,46,16,497,3880,4,173,37,4185,29,7,1,3,1,13,4
s605_CD,1,147,291,1496,2,16,62,14616,2,3685,107,1244,1,357,59,1268,2,137,788,1,1,1,1,1,1,567,1,1,337,2,2,4,12,243,1,125,1032,2,13,33,3,1,7,1,9,2,461,1
s606_CD,1,80,782,1484,1,6,16,15268,1,957,20,2249,1,736,12,757,4,65,1819,1,1,1,1,41,1,9,1,1,13,1,2,15,1,126,18,677,140,2,2,32,2954,2,17,25,1,3,6,161
s607_no,1,1866,434,1161,16,963,9,12365,8,149,728,4401,1,72,488,31,2,38,662,1,1,1,1,2,1,288,1,1,434,6,2,1779,39,570,1,148,1122,15,6,1,11,1,1,1,105,359,3536,159
s608_no,1,10,2031,11,75,57,2,18625,10,1592,232,4635,1,12,162,3611,3,851,15,11,3,1,1,4,1,37,1,1,5,7,3,150,287,2078,1,196,2025,19,4,3,2,1,119,1,166,25,33,1
s609_CD,1,22,73,354,1,6,1,4765,1,136,49,205,1,109,34,37,1,13,2,1,1,22,1,1,1,56,1,1,49,2,1,2,1,35,1,4,178,1,1,1,1,1,1,7,16,1,27,37
s610_no,1,169,451,192,32,217,5,15997,13,5814,899,2697,1,26,191,28,2,157,90,29,1,1,1,4,99,28,1,19,26,8,1,547,220,1580,1,499,932,15,5,1,17,3,135,1,7,16,3,202
s611_no,4,383,285,1178,25,494,6,19222,1,2681,95,3151,1,33,376,7,2,105,1,14,1,1,2,5,2,311,1,8,65,3,1,357,118,1959,1,165,1283,25,20,5,2,1,4,1,11,11,1104,130
s612_CD,1,2,1485,2,35,141,7,6534,292,3,2820,7681,1,2,6108,508,2,375,6696,1,2,1,13,1,1,314,1,1,1,14,1,30,3,4711,4,1115,2509,9,417,1,5,1,2546,5,2,841,1,1159
s613_CD,1,132,1588,1,18,20,1797,10748,1,5916,408,3203,1,6,1329,18525,1,827,4,111,1,2,6,3,1,102,1,1,1,6,1,3169,469,1032,9,1028,2672,550,137,1,1,1,31,25,1,29,2,1
s614_CD,2,135,293,1861,1,138,6,4294,1,1392,78,1789,2,57,111,628,1,195,796,1,2,1,1,2,2,147,1,1,181,4,6,23,31,416,1,118,310,3,19,24,63,1,3,25,7,1,457,647
s615_CD,1,484,219,213,85,14,16,7640,1,831,75,942,2,4,58,1530,1,108,225,1,34,1,1,1,1,236,1,1,1,39,3,3,1,167,2,63,385,1,5,1,1,1,3,2,14,6,2,274
s616_no,1,1680,324,49,23,35,241,7272,1,868,55,230,1,229,6,157,1,46,66,1,2,1,3,2,3,69,1,1,1,8,2,93,1,58,1,221,245,2,3,1,74,9,1,1,19,43,4,10
s617_no,1,17,2715,289,1,54,66,1968,51,1841,69,1978,6,4,897,62,1,196,2,1,1,25,17,1,2,2,1,1,1,1,19,68,5,1429,14,868,390,1,59,1,17,1,193,172,1,47,1,1
