day_of_life,g__Actinomyces_0,g__Bifidobacterium_1,g__Eggerthella_2,g__Bacteroides_3,g__Parabacteroides_4,f__Rikenellaceae_5,g__Staphylococcus_6,g__Enterococcus_7,g__Lactobacillus_8,g__Streptococcus_9,o__Clostridiales_10,o__Clostridiales_11,f__Clostridiaceae_12,f__Clostridiaceae_13,g__Clostridium_14,f__Lachnospiraceae_15,f__Lachnospiraceae_16,g__Blautia_17,g__Coprococcus_18,g__Dorea_19,g__Lachnospira_20,g__Roseburia_21,g__[Ruminococcus]_22,f__Peptostreptococcaceae_23,f__Ruminococcaceae_24,f__Ruminococcaceae_25,g__Faecalibacterium_26,g__Oscillospira_27,g__Ruminococcus_28,g__Veillonella_29,f__Erysipelotrichaceae_30,g__[Eubacterium]_31,f__Enterobacteriaceae_32,f__Enterobacteriaceae_33,g__Haemophilus_34,g__Pseudomonas_35,g__Akkermansia_36
483,0,4288,0,7127,0,0,0,0,0,365,80,0,0,49,93,0,737,498,1032,436,0,1222,2152,182,0,24,3722,59,47,8,233,101,62,844,11,0,917
485,4,1697,0,10946,754,592,0,0,21,292,279,33,0,104,5,259,642,930,841,919,118,767,2371,221,1261,403,6698,153,1084,0,343,42,0,8,0,0,0
485,0,795,4,6204,24,2176,0,0,0,224,49,472,0,55,0,58,553,283,103,922,4,1970,153,77,22,90,5178,363,446,0,773,12,0,5,8,0,0
485,0,1233,6,3791,1388,59,0,0,0,286,210,4,0,9,0,83,1122,497,1516,0,477,332,757,40,17,215,2372,312,60,41,301,35,445,36,96,0,4
486,0,4403,5,6205,0,0,0,5,0,71,43,0,0,0,0,5,470,968,205,107,0,0,403,176,3,16,8027,46,371,0,256,150,0,0,245,17,39
486,0,558,2,966,0,0,0,0,0,47,3136,1470,55,339,0,0,1818,202,245,148,3369,0,120,69,0,7,3543,74,54,176,619,116,206,138,402,0,0
487,2,145,0,7769,351,607,0,0,0,0,57,47,0,157,20,171,1403,174,221,0,556,1274,54,103,220,48,589,307,145,0,62,5,4,3,5,0,29
487,0,357,0,6982,237,609,0,0,0,0,96,74,0,119,48,211,1567,206,272,0,560,1043,205,52,307,62,1266,306,215,0,321,13,0,0,7,0,149
487,0,1219,0,966,0,0,0,0,0,13,66,36,0,5,0,0,454,155,297,0,411,119,39,0,0,120,2573,7,0,51,2,0,0,0,86,0,4
488,0,274,0,7007,208,581,0,0,0,14,323,1455,0,113,0,189,1787,121,72,12,1140,1812,62,30,364,356,2716,112,531,0,179,0,0,0,17,0,139
488,0,286,0,4938,120,462,0,0,12,151,288,474,0,80,331,51,718,150,24,0,805,325,469,82,187,155,546,77,254,130,50,0,0,494,0,18,181
488,0,652,0,10295,0,0,0,0,0,167,37,8,0,91,0,25,4477,289,196,72,689,282,114,77,66,51,1612,15,43,0,599,28,11,74,318,0,1864
488,0,6052,2,0,0,0,0,0,0,200,277,37,72,127,0,15,2408,155,18,338,0,4802,2096,162,18,98,9521,225,116,831,3365,62,20,301,1774,0,1879
488,4,2254,4,0,0,149,0,10,0,595,259,0,0,0,1381,21,1266,236,154,508,0,0,3948,18,0,216,0,36,0,273,1123,0,13,2575,667,0,0
488,0,611,3,9973,0,0,0,12,0,225,185,5,0,470,0,74,3230,753,702,88,713,273,85,307,52,74,782,31,68,0,488,32,13,41,688,0,1515
489,0,62,0,12967,0,0,0,0,0,0,91,7,0,23,8,90,1134,2135,16,1840,0,0,671,166,0,18,0,86,29,281,1196,22,8,1456,143,0,0
489,22,4203,0,0,0,0,0,33,0,306,0,0,256,2108,319,0,1611,0,0,1536,0,0,2334,341,0,0,0,87,25,271,1475,1191,130,369,467,0,0
489,3,3012,0,2938,597,0,0,0,0,212,438,19,0,2,0,35,1505,430,291,44,1499,299,289,0,0,921,5313,5,0,747,10,3,0,2571,48,0,0
489,0,240,0,4727,0,404,0,0,0,93,118,45,15,118,0,48,1056,420,109,45,191,273,205,205,124,827,2176,197,265,0,169,73,54,0,5,0,0
489,0,487,2,2745,939,204,0,0,0,20,117,131,0,54,0,86,1061,670,488,162,467,4616,199,72,37,290,3133,373,842,0,168,9,234,12,2,0,92
489,0,1074,0,2758,499,0,0,0,0,133,134,18,0,6,0,33,1920,354,422,13,1096,322,77,2,0,1549,1545,0,0,1539,8,0,0,2884,56,0,0
490,0,893,4,8787,2435,59,0,0,8,18,242,0,0,322,0,32,313,107,144,0,2708,702,60,232,12,46,1873,184,357,28,472,11,6,3,43,0,0
490,4,55,7,13,0,0,0,17,0,36,501,0,92,720,415,15,4396,369,886,1357,0,0,1582,2005,0,17,9,107,20,394,614,1639,331,2243,57,0,0
490,3,138,10,13,0,0,0,0,0,17,426,0,133,675,337,78,5218,103,106,345,0,0,2061,338,0,17,0,189,19,479,499,1557,118,2623,21,0,0
490,0,1300,5,4819,0,908,0,0,44,794,92,179,0,30,0,137,754,128,268,374,584,0,255,28,123,44,2626,112,83,691,117,25,11,44,131,0,82
490,0,44,0,7316,331,530,0,0,0,28,115,264,0,0,0,18,1806,577,63,8,752,187,31,53,0,742,1229,87,598,7,45,83,60,32,83,0,17
490,0,1369,0,4583,425,149,0,0,0,5,64,107,0,0,0,48,571,11,114,34,163,1166,599,10,0,74,3194,103,0,0,196,0,0,29,0,0,0
490,0,594,0,2882,4116,0,0,0,0,27,216,81,5,90,0,178,559,206,94,29,801,4632,99,156,70,45,2693,255,226,75,235,28,0,732,67,0,0
491,0,2303,0,10697,0,0,0,0,0,123,164,0,0,0,5,0,641,390,28,74,868,0,713,16,0,0,12,21,26,176,253,26,0,21,38,0,1897
491,0,1240,2,9799,0,0,0,0,0,95,103,0,0,4,0,0,616,702,124,99,518,0,415,53,0,0,0,28,31,337,58,29,0,41,27,0,2602
493,0,392,4,14115,1285,1702,0,0,0,30,168,162,0,25,0,85,1856,369,138,610,1325,4380,1430,61,26,313,6149,557,306,51,1672,4,434,123,9,18,51
493,0,84,0,6624,702,827,0,0,0,39,78,104,0,18,0,50,1184,349,188,88,675,1574,265,87,9,112,2602,381,136,25,245,0,202,69,8,0,16
495,0,10,5,10853,424,8,0,0,0,17,37,0,0,0,0,50,795,1245,544,0,0,0,32,0,0,27,506,284,107,26,271,31,649,657,183,0,7253
495,0,12,0,8691,454,7,0,0,0,9,32,0,0,0,5,25,503,636,221,8,0,0,77,9,0,17,1698,140,48,25,744,24,749,359,244,0,4270
497,0,5,3,11875,0,132,0,5,0,3,50,205,0,0,0,0,385,255,0,12,271,795,83,9,0,0,711,51,152,0,415,44,419,57,12,0,365
497,0,1635,5,8703,838,222,0,7,12,67,18,0,0,162,0,67,239,1069,216,130,1182,25,576,107,2,374,1830,210,290,5,108,0,0,72,0,0,289
499,0,1446,0,7255,1417,0,0,0,0,9,49,23,41,0,0,62,1293,169,331,61,446,366,637,108,2,49,3615,48,195,0,548,18,0,131,37,0,0
539,0,361,0,14575,0,0,0,0,0,51,158,2,52,206,0,0,1291,164,251,1669,0,1018,2705,340,12,84,2042,178,53,4,1498,245,5,560,0,0,8
539,0,301,16,16627,0,0,0,0,0,45,136,0,0,145,9,0,2139,161,648,1054,0,1195,1186,324,6,199,2927,259,71,47,1004,157,14,851,30,0,249
547,0,1041,0,8844,0,0,0,0,0,0,275,0,5,0,98,0,752,2272,694,809,3101,0,920,379,0,0,11,55,35,87,182,82,10,0,51,0,587
547,0,776,0,11632,1489,631,0,0,0,78,89,35,0,0,507,26,363,314,103,130,223,32,475,29,450,72,4195,113,251,56,292,5,6,16,49,0,3
547,0,257,0,9488,1234,693,0,0,0,44,39,0,0,0,369,18,145,667,365,50,116,50,489,82,195,61,1168,28,225,9,62,0,0,0,80,0,0
548,17,0,0,6,0,0,0,497,0,59,11,0,16,0,15,0,1386,0,0,3529,0,0,3310,766,0,0,0,339,21,783,3877,2206,335,4924,131,0,0
548,0,816,0,3855,112,306,0,0,0,11,148,152,0,88,0,191,627,1087,1772,111,1007,2360,101,227,19,659,2153,121,1232,0,106,8,6,12,0,4,194
549,0,529,0,6189,0,1435,0,0,0,50,18,54,0,0,0,78,489,107,78,399,167,1970,168,50,17,81,2488,177,386,0,280,13,0,0,33,0,0
549,0,1093,0,4718,0,1178,0,0,0,27,273,39,0,16,0,181,577,433,1526,90,369,1931,132,121,106,236,5225,142,1560,16,66,35,16,10,125,0,0
549,8,8281,47,3599,290,18,0,323,52,57,29,0,0,0,0,197,447,172,208,114,0,0,463,147,0,466,10,76,32,595,255,228,612,75,0,0,3553
550,0,1639,3,8822,1283,293,0,0,0,85,152,4,8,249,0,84,484,267,225,17,1250,785,208,147,8,663,3773,632,809,4,503,3,56,0,50,11,0
551,9,1278,19,3314,0,0,0,75,0,240,48,45,139,3135,84,693,795,1171,70,1617,0,0,4908,1303,0,207,0,229,125,167,937,515,31,697,17,0,0
551,0,317,0,2809,1279,793,0,0,0,11,26,32,0,42,0,31,286,125,35,0,490,833,117,86,41,39,1271,147,558,9,50,0,0,8,13,0,139
551,0,1235,0,3540,0,0,0,0,0,104,20,18,0,184,0,7,92,151,30,47,0,135,156,55,6,23,4135,121,40,46,320,18,0,4,90,32,20
551,0,527,5,2916,1460,0,0,0,0,36,745,40,9,594,0,30,731,632,596,39,1169,1750,174,649,0,999,4174,25,1018,53,120,20,0,36,474,0,0
551,0,1052,0,2548,0,29,0,0,0,134,128,104,0,9,0,71,2068,2112,2353,0,335,325,251,140,0,716,1932,53,0,18,63,8,0,3,41,0,86
551,0,280,0,5101,0,0,0,0,0,29,26,0,26,155,0,0,617,58,0,177,0,0,728,1201,0,0,4788,36,0,40,161,9,32,0,433,69,21
551,0,73,0,5901,289,406,0,0,0,78,124,152,0,0,0,6,1453,1746,613,20,591,340,49,35,11,1385,1669,79,676,0,151,184,0,8,65,0,31
552,0,396,0,6156,176,348,0,0,0,5,70,49,0,7,0,29,861,347,184,63,449,1752,133,22,0,306,3330,31,230,0,114,0,0,0,0,0,54
553,0,1397,25,0,4,0,0,68,0,226,1313,0,11,102,0,208,493,3167,1451,37,2513,2608,281,465,53,62,6702,193,743,14,415,52,5,0,111,0,0
553,0,539,0,7224,313,243,0,0,12,46,113,103,0,25,0,59,880,415,479,3,1814,287,85,96,9,1120,3204,519,1212,0,99,0,0,0,0,0,328
554,0,91,0,10485,17,439,0,8,0,11,49,104,0,0,13,0,548,760,4,160,870,5187,66,5,0,4,2968,203,464,0,209,41,25,40,30,5,0
554,8,1931,0,4973,294,0,0,0,0,282,64,6,0,224,6,115,548,2717,412,10,778,121,341,523,10,46,3740,68,245,172,79,29,488,53,219,0,119
555,0,6240,34,11,0,1172,0,58,16,1262,3217,32,288,94,91,151,4334,1673,495,419,9628,0,6470,448,0,842,9,411,29,175,2522,592,227,27,778,3,0
555,0,2250,0,4501,2539,1833,0,45,0,80,55,1066,0,423,0,150,238,672,832,75,375,195,421,185,18,1611,819,277,871,27,189,49,79,172,10,0,0
555,0,1707,2,5461,1752,1615,0,27,0,62,89,466,0,146,7,186,831,718,802,45,917,263,199,241,43,1649,2354,777,2424,19,77,7,77,27,32,0,0
555,0,1303,0,7828,3466,239,0,0,0,101,82,8,18,88,0,13,1256,20,30,222,211,0,423,212,0,28,4533,596,9,0,128,54,73,38,0,25,0
555,0,802,0,6,0,0,0,17,0,20,76,0,0,35,0,67,1813,556,300,39,1316,3034,394,504,70,346,2860,95,1540,172,633,52,7,94,30,0,758
556,0,206,0,3893,743,410,0,0,0,7,310,1184,0,66,0,552,3037,281,102,74,2204,1367,307,175,47,480,2738,293,607,0,471,9,12,0,53,20,168
557,0,513,0,5522,354,76,0,0,0,77,527,92,0,388,0,137,1294,199,80,153,0,0,251,0,17,19,7486,70,70,0,175,0,0,912,69,0,5
559,0,314,3,9,0,0,0,0,3,38,45,0,144,319,1398,0,2055,259,51,826,3,3123,4451,440,0,4,0,70,0,822,550,1831,120,2817,32,0,0
559,0,749,2,6304,568,0,0,0,0,8,106,106,0,22,0,356,2376,1775,1652,4,219,449,396,172,2,137,2307,100,2753,7,604,29,0,18,7,0,0
560,5,1924,4,3842,0,203,0,0,23,733,224,20,0,545,0,248,754,1382,1855,194,239,1973,428,147,41,173,3098,49,340,133,1334,30,0,7,462,0,29
593,0,323,0,9638,0,320,0,0,0,18,145,223,0,0,0,337,2418,587,1096,0,724,136,409,24,45,974,2163,768,492,90,123,6,9,34,23,0,2204
593,0,884,0,13506,0,287,0,0,0,18,197,357,11,0,0,260,2507,361,1351,0,1090,190,494,27,27,293,2777,534,411,59,309,0,10,29,33,0,1931
594,0,2852,0,17979,0,306,0,0,0,13,402,643,0,0,5,338,3145,757,1702,8,1233,177,801,55,71,400,3509,1043,593,106,603,6,0,10,87,0,1617
594,0,263,0,7448,0,209,0,0,0,13,85,241,0,0,0,283,1521,504,788,0,406,214,199,22,30,665,1920,761,619,98,93,3,0,8,69,0,955
599,0,796,0,6778,0,97,0,0,0,10,117,117,0,0,3,26,701,139,60,4,202,234,336,13,3,207,5551,180,10,0,39,17,7,200,5,0,8
599,0,559,0,9957,0,130,0,0,0,16,71,144,0,0,0,16,936,252,166,0,273,303,172,6,19,1093,3830,331,20,0,18,15,7,337,8,0,6
604,0,152,0,3071,0,10,0,0,0,518,101,18,0,8,0,10,1135,212,247,0,155,157,82,116,4,847,3717,91,104,0,16,0,0,6,813,0,26
604,0,1020,3,2695,0,4,0,0,0,337,94,19,0,6,0,12,812,130,210,0,109,133,149,55,8,336,5084,66,113,0,80,9,0,10,451,0,16
606,0,3719,13,4737,55,63,0,12,0,189,27,363,0,27,0,389,583,580,303,76,592,190,220,291,8,2617,473,470,1454,137,95,46,618,3047,0,0,75
606,0,2526,0,3097,41,88,0,0,0,128,105,719,0,10,0,166,1019,341,280,24,1124,662,107,187,53,1129,665,174,1303,134,196,43,454,46,18,0,23
606,0,2337,0,3124,327,430,0,72,0,104,207,512,0,25,26,604,1309,1529,2031,80,464,9709,320,196,29,511,3624,263,2083,0,55,14,0,42,0,0,527
607,0,917,0,5824,2459,0,0,0,4,77,297,5,63,2732,25,38,535,938,406,37,1459,1025,398,732,29,1112,2315,21,708,10,93,0,0,10,508,0,62
607,0,543,0,4094,1488,0,0,0,0,44,121,3,41,1750,40,18,544,246,100,22,1464,951,230,170,62,448,5075,16,527,55,104,14,0,26,365,0,195
608,0,49,3,12904,0,914,0,0,0,36,75,59,0,50,0,217,639,557,509,48,205,53,384,93,668,1315,1628,195,1840,0,138,224,0,5,0,0,0
608,0,2622,13,8427,0,0,0,0,0,48,57,11,56,306,0,56,782,641,53,208,3157,0,495,321,0,679,4519,114,167,17,204,4,0,82,186,11,0
608,0,509,0,6294,2009,632,0,0,0,16,111,10,0,0,0,37,553,535,160,136,67,972,408,57,135,52,3802,83,224,8,382,10,1238,493,107,0,0
608,0,252,0,6652,2500,1047,5,0,0,21,203,97,0,37,0,151,653,895,333,15,965,2124,296,288,68,34,2667,164,364,16,128,0,13,0,77,0,0
608,0,323,9,13349,4102,1524,0,0,0,8,190,16,0,0,10,64,841,1209,318,243,300,1372,1222,166,131,139,2518,283,444,9,557,20,2166,1533,145,0,0
609,0,1525,8,5575,995,1426,0,0,0,78,198,286,0,111,7,126,864,742,689,69,3049,402,99,114,25,1441,1058,959,1382,107,19,10,105,45,93,0,0
609,0,492,0,4707,96,64,0,0,0,127,67,0,0,0,20,22,498,678,463,485,318,2551,560,27,0,46,1661,34,0,144,547,0,0,2061,1547,0,7
609,0,676,0,3625,92,30,0,0,0,142,24,0,0,16,18,19,768,492,474,147,894,4258,446,35,0,72,3406,24,15,91,504,2,0,947,862,0,2
609,0,2434,5,2960,569,504,0,0,0,50,142,191,0,201,0,112,1079,448,346,39,2395,461,129,42,13,853,1358,273,2149,47,46,7,141,18,91,0,2
610,0,3333,34,40,0,453,0,0,11,38,721,0,0,18,13,96,3319,516,1221,45,3291,2099,513,66,4,14,19854,182,730,97,480,41,0,26,280,0,2
610,5,2447,8,20,0,1083,0,0,11,67,686,6,0,46,13,129,2193,669,1956,29,1861,1691,120,78,0,24,14332,372,379,238,248,24,0,69,597,0,0
610,0,200,0,4949,144,251,0,0,0,12,52,53,0,0,0,47,1594,243,433,112,0,1425,305,0,136,46,38,142,0,5,105,49,0,7,0,0,0
610,9,43,0,0,0,0,0,0,0,180,0,0,469,505,1294,0,1305,364,333,684,864,2587,1320,475,0,0,0,21,0,331,551,391,12,900,241,0,0
611,3,46,0,6537,1288,680,0,0,0,103,56,575,0,0,3,82,724,978,126,0,152,2204,109,31,224,1404,2738,101,1721,37,99,417,0,9,7,0,37
611,4,45,0,10889,2091,1367,0,0,0,81,19,155,0,0,0,24,281,839,116,0,30,445,55,43,31,763,741,79,250,7,43,180,0,3,14,0,11
612,0,85,0,4546,0,2125,0,0,0,6,152,57,0,0,6,88,792,533,275,290,1646,2761,160,42,32,59,10200,290,1379,4,108,28,3,0,20,0,9
612,4,195,6,8171,61,707,0,0,6,37,36,177,0,0,0,5,509,511,46,39,109,1549,86,52,0,20,2889,255,378,14,175,77,5,12,16,22,811
613,0,1643,0,6615,0,1043,0,0,0,13,37,78,0,7,0,58,925,116,130,43,318,8,134,44,381,478,1530,435,306,202,269,0,0,0,0,0,1155
613,0,966,0,13,0,0,0,0,0,46,211,199,16,37,0,34,1949,204,209,10,1591,1259,134,197,10,1530,4911,189,1499,17,750,8,0,287,46,0,1523
613,0,1130,4,10116,0,1430,0,0,0,28,150,95,0,14,0,127,1889,366,214,24,239,23,156,157,127,1260,881,1338,254,631,219,4,0,22,5,0,1685
613,0,2552,3,9938,0,986,0,0,0,550,221,39,0,27,0,146,846,229,82,613,0,1116,2654,35,101,34,4203,221,164,213,738,9,0,9,378,0,2
614,0,510,0,7320,775,1146,0,0,0,19,268,0,0,0,0,98,257,530,944,7,396,0,130,337,3,116,3950,106,117,126,552,152,9,0,60,0,201
615,0,44,0,9392,2519,20,0,0,0,7,165,381,0,1162,0,77,2020,330,76,25,83,689,1836,292,0,63,589,459,34,8,300,8,0,202,79,0,0
615,0,54,0,8057,1861,8,0,0,0,12,142,248,0,741,0,53,1863,180,47,9,57,1070,1859,478,0,31,1172,430,10,17,442,0,4,62,83,0,0
615,0,0,0,28,2,0,0,144,0,125,0,0,514,13,1369,0,2632,0,47,6344,8,0,7326,665,7,0,7,259,19,906,2811,1974,631,1860,120,0,0
616,0,2526,12,3046,1643,794,0,9,0,232,256,9,0,79,6,1338,272,1550,1770,121,996,631,687,231,0,657,4766,266,3661,0,270,104,0,0,26,126,0
616,0,490,0,4309,382,3569,0,0,0,99,186,141,0,122,15,119,2106,585,347,65,384,921,1007,569,72,265,2846,815,684,33,177,22,0,15,6,6,60
618,0,105,0,3320,246,311,0,0,0,111,165,1463,0,174,0,156,1520,95,121,33,1575,734,88,47,345,481,2469,131,588,0,124,0,0,6,96,0,113
618,0,379,0,8678,572,600,0,0,0,0,248,67,0,0,15,614,1798,425,291,62,2064,5,58,207,116,111,2433,525,593,32,175,22,0,6,39,0,0
618,0,859,0,9733,869,745,0,0,0,5,251,62,0,0,0,709,837,450,317,57,2325,0,118,66,70,63,3709,251,239,18,378,21,0,5,46,0,0
666,0,178,0,6092,481,437,0,0,0,79,544,0,0,0,0,1819,1139,171,180,35,1965,1023,124,0,0,0,967,156,45,29,69,14,0,11,25,30,88
666,3,29,0,2281,0,5,0,23,0,48,0,0,174,99,84,0,7244,150,19,179,0,0,1730,328,6,0,7,535,26,980,713,149,860,1220,41,0,0
666,0,19,0,445,0,0,0,27,0,69,0,0,259,106,246,0,5072,244,33,747,0,0,9840,691,5,0,0,454,46,957,1040,276,721,867,27,0,0
667,0,70,0,9262,0,2488,0,0,0,10,78,252,0,56,0,39,459,154,111,51,542,1170,26,19,21,61,3423,254,239,4,34,42,0,0,32,0,52
667,0,54,0,5493,0,1219,0,0,0,23,69,529,0,5,10,75,663,189,79,116,1384,2575,43,15,17,46,7004,198,401,4,54,16,0,0,21,0,31
669,0,1268,0,7799,865,1240,0,0,0,27,35,25,31,241,0,85,827,428,477,142,192,36,176,89,248,368,531,872,603,5,65,20,0,124,0,0,2623
669,0,1531,0,8912,1519,2014,0,0,0,40,68,29,32,72,0,153,1161,786,791,397,293,81,264,138,312,222,499,472,536,7,215,10,0,98,5,0,2173
670,0,246,0,4603,0,406,0,0,12,87,156,1157,0,290,0,65,1327,225,1194,66,1800,739,110,57,77,603,1622,210,774,0,145,0,0,3,51,0,38
670,0,98,0,3539,5,664,0,0,19,68,160,427,50,522,0,86,1533,339,801,66,1249,416,68,101,98,1696,986,224,1150,0,96,2,0,0,60,0,60
670,0,928,0,7096,892,837,0,0,0,14,36,2,0,112,0,99,1326,652,278,243,125,34,463,13,146,87,9039,219,418,12,797,0,0,14,47,15,39
671,4,3097,14,11720,0,0,0,0,2,23,184,26,0,66,11,430,1114,1692,225,2082,0,0,3104,220,7,286,0,379,545,291,935,85,689,209,17,0,0
671,3,478,11,9634,0,0,0,0,0,220,99,77,0,170,7,270,1737,1269,297,670,0,0,1157,1315,0,589,0,273,309,388,316,79,602,1636,39,0,0
672,0,2169,0,8407,0,2014,0,0,0,0,84,559,0,405,0,29,66,443,896,55,31,136,170,385,174,229,135,57,341,5,57,62,0,301,4,0,0
672,0,1163,0,8711,0,3003,0,4,0,39,164,1627,0,149,0,320,501,790,997,91,222,242,453,544,826,588,739,869,507,0,120,82,4,149,0,0,0
673,0,264,0,11054,2320,1564,0,0,0,37,80,135,0,33,0,148,1347,498,163,0,290,915,133,131,183,2309,3717,1302,336,44,19,283,0,5,35,0,86
673,0,541,3,10848,1767,1373,0,0,0,16,114,107,0,20,4,254,1725,477,98,0,298,468,115,66,223,911,5859,563,1333,36,78,626,0,0,18,0,219
673,0,163,0,7845,87,336,0,0,0,26,111,0,0,852,0,37,1578,220,169,0,867,1422,70,260,0,860,1151,53,873,30,139,0,0,23,41,0,84
673,0,676,0,5045,63,176,0,0,6,13,188,8,8,718,0,41,1279,148,85,0,1149,2911,72,178,0,516,1953,34,628,6,184,3,0,15,18,0,45
674,8,41,0,1624,8,238,54,0,0,38,75,274,0,36,0,0,363,180,240,13,93,916,45,188,0,108,460,73,293,0,168,0,146,42,16,0,172
674,0,1483,3,2113,489,1117,0,0,6,78,101,832,0,663,0,188,489,1151,650,160,1510,63,446,250,64,2300,1522,738,797,22,316,80,39,252,0,2,238
674,0,182,0,7939,0,209,0,0,0,94,38,22,0,26,4,0,372,331,80,17,784,3006,134,39,0,30,3283,130,332,7,305,40,0,13,158,0,0
675,2,1902,0,6911,102,172,0,0,0,211,120,14,0,11,0,161,322,1015,1163,153,435,1117,51,67,61,137,5562,85,193,31,280,0,11,26,51,0,3
675,0,824,0,22384,1578,3528,0,0,0,63,334,37,0,3295,11,175,2215,2891,6247,22,8089,3003,285,934,0,217,10992,287,2685,63,178,149,55,16,3899,0,1131
675,0,249,0,5192,363,951,0,0,0,25,108,7,17,957,0,74,1002,660,796,9,1287,614,78,152,0,76,2578,41,408,17,74,88,45,0,1141,0,421
676,0,1470,14,1508,0,191,0,8,0,28,231,111,0,156,0,99,1197,1171,1129,11,1033,292,245,94,0,489,10762,71,421,14,82,11,0,0,39,0,3
677,3,1812,0,5406,0,223,0,0,0,38,104,134,0,391,8,62,1142,560,504,13,1713,2118,113,493,111,1325,4545,99,768,76,266,7,4,116,459,2,0
677,0,1409,0,8334,0,756,0,0,0,168,19,12,0,86,0,96,498,484,307,38,146,803,298,49,113,33,4567,30,295,135,266,0,0,0,77,3,22
678,0,352,2,12,0,282,0,0,2,24,113,137,0,166,0,126,4844,1307,621,268,4578,0,1026,94,182,451,18,348,117,0,1796,32,92,338,176,0,115
681,0,329,0,28,0,0,0,0,0,8,64,1680,0,136,0,61,1333,194,79,0,849,4104,14,166,92,2064,5562,126,348,0,119,0,0,105,60,0,480
681,0,415,2,16,0,0,0,0,0,18,90,1447,0,257,0,58,1474,372,139,0,969,2805,62,378,81,2341,4232,342,776,7,116,0,24,938,198,0,2537
729,0,807,0,4224,1710,758,0,0,0,313,487,20,0,0,41,1406,1349,304,270,5,1948,815,344,36,43,47,2149,178,111,4,276,6,0,0,51,8,110
729,0,1005,0,8948,1282,2371,0,0,0,51,104,103,0,89,195,195,480,232,141,24,585,3276,219,148,44,156,1277,185,271,55,55,0,46,34,64,0,90
729,0,830,0,15789,2257,4454,0,0,0,109,109,84,0,374,7,97,391,466,341,0,157,1453,96,405,177,236,784,214,463,39,58,6,0,135,65,0,173
731,0,1341,0,17,0,1134,0,0,3,208,1022,375,11,29,0,82,2334,947,716,264,2256,0,451,11,212,341,6555,452,530,71,933,4,189,4,241,0,5
731,0,953,8,23,0,3025,0,12,0,431,370,641,9,19,0,169,2171,1835,3328,146,984,0,387,0,236,360,3602,630,1077,137,851,7,238,8,196,0,20
732,0,141,4,7571,359,455,0,0,0,0,50,3,0,0,3,18,462,149,14,134,0,398,156,18,141,29,2946,84,23,114,98,28,46,795,0,0,296
732,0,173,0,4861,314,111,0,0,0,0,46,26,0,7,0,107,956,634,606,299,129,1257,214,90,30,52,5098,161,221,0,105,8,0,0,3,0,239
732,0,82,12,9245,553,699,0,0,0,0,70,0,0,0,0,61,334,256,30,40,0,370,109,55,85,52,1613,114,39,213,55,35,59,1094,0,0,841
733,0,230,0,7344,0,388,0,0,0,12,17,34,0,57,0,29,558,160,93,12,361,3885,109,23,29,10,5032,57,191,29,189,4,0,9,110,0,5
733,0,348,3,5435,0,2472,0,0,0,92,181,755,13,21,0,53,1386,103,195,11,770,817,347,165,525,827,4991,137,769,13,370,12,0,432,15,0,127
733,0,597,0,23882,0,1008,0,0,0,10,52,76,0,121,4,63,786,345,478,11,485,5200,158,77,119,56,6216,207,629,23,133,0,7,16,263,0,13
733,0,358,6,5711,0,2529,0,0,5,17,224,266,0,108,7,81,1009,108,282,18,500,408,208,391,380,1231,4777,233,632,17,217,19,0,604,10,0,182
734,16,0,8,7594,0,0,0,0,0,148,0,0,0,0,0,0,534,68,23,0,0,0,2600,41,0,0,0,7,0,130,178,148,0,1269,22,0,0
734,0,776,0,2559,450,578,0,0,0,55,63,434,0,82,0,101,817,990,1377,319,1014,77,449,54,1596,1340,1503,495,214,24,36,19,596,0,30,35,128
734,0,31,0,3601,780,698,0,0,0,177,74,194,0,37,0,34,724,227,470,13,293,1829,60,64,141,1036,3256,205,550,0,0,145,0,48,49,0,91
735,0,34,0,2575,0,2535,0,0,0,101,219,518,0,0,3,186,470,154,617,119,914,4096,156,670,12,111,5498,177,889,0,149,185,0,7,0,0,99
736,0,510,0,4378,164,531,0,0,0,98,302,46,45,316,0,155,1144,199,181,6,918,3351,109,160,12,1213,5400,280,1808,5,421,11,0,0,0,0,176
737,0,243,0,4924,274,310,0,42,0,22,157,6,30,799,7,21,922,414,469,0,2609,2391,119,150,0,102,2935,46,135,54,52,32,0,0,1137,0,77
737,0,713,0,6182,0,786,0,0,5,120,151,14,26,195,0,129,901,421,674,0,430,1133,457,459,93,470,3567,56,353,51,384,0,6,39,458,0,4
737,0,342,0,7790,0,747,0,0,0,128,57,27,48,370,0,87,806,206,220,0,741,606,233,412,279,591,1522,176,123,45,221,0,11,139,546,2,12
737,0,985,15,2677,0,0,0,0,0,50,43,26,0,0,0,450,365,601,213,731,82,0,1712,20,34,779,76,389,80,0,1162,0,100,102,7,0,0
737,0,743,0,2675,133,141,0,20,0,21,52,5,35,1092,7,5,679,329,674,0,2935,3596,65,159,0,41,3960,70,130,25,49,34,0,0,653,0,52
737,0,1280,6,3407,20,32,0,0,2,411,113,57,7,312,0,13,653,286,704,10,3854,1691,186,140,0,142,4058,32,51,62,33,6,7,3182,1827,0,0
737,0,403,0,1200,0,6,0,0,0,241,239,10,13,535,0,0,335,186,1951,20,1390,716,820,150,0,148,2362,0,24,414,17,0,0,3025,2182,0,0
